iter	MAE
683	43.29249947
684	43.29241599
685	43.29231569
686	43.27527232
687	43.27507256
688	43.27499727
689	43.2714211
690	43.27106696
691	43.27103981
692	43.25926832
693	43.2569128
694	43.25690344
695	43.25689
696	43.25662911
697	43.25618551
698	43.24858545
699	43.24824431
700	43.2473598
701	43.24638095
702	43.24545347
703	43.24457992
704	43.2438891
705	43.243649
706	43.24364277
707	43.24199873
708	43.22281514
709	43.22277648
710	43.2205062
711	43.21838301
712	43.21682631
713	43.1715791
714	43.16928742
715	43.13062791
716	43.11581201
717	43.11560519
718	43.11560346
719	43.11546538
720	43.0891917
721	43.08910071
722	43.08730529
723	43.08528962
724	43.08457647
725	43.08424618
726	43.08366283
727	43.08199634
728	43.07619113
729	43.07611119
730	43.07569428
731	43.06825473
732	43.06245184
733	43.0303514
734	43.02923191
735	43.02821755
736	43.02731242
737	43.02621807
738	43.0257875
739	43.02473376
740	43.01193529
741	43.00286586
742	43.00230455
743	42.908724
744	42.90857586
745	42.90790012
746	42.90721357
747	42.90286164
748	42.89188257
749	42.89012829
750	42.8886434
751	42.85593316
752	42.85479201
753	42.85435965
754	42.85361839
755	42.84524128
756	42.84392531
757	42.8269713
758	42.82598285
759	42.81693662
760	42.81658622
761	42.80057682
762	42.79350858
763	42.79313582
764	42.79056509
765	42.79051698
766	42.79041347
767	42.79037754
768	42.78407981
769	42.78166813
770	42.78073222
771	42.77913734
772	42.7778356
773	42.77708707
774	42.76935522
775	42.762232
776	42.76011047
777	42.76007978
778	42.76005154
779	42.76000628
780	42.75999959
781	42.75956623
782	42.7593937
783	42.75937706
784	42.75934627
785	42.75583307
786	42.75579311
787	42.75562833
788	42.75366424
789	42.75343765
790	42.73166582
791	42.73130646
792	42.73127476
793	42.73126799
794	42.73114447
795	42.7309768
796	42.70794404
797	42.69230125
798	42.68872269
799	42.68870775
800	42.6608787
801	42.66080496
802	42.66076263
803	42.65303388
804	42.65189599
805	42.60343657
806	42.5842408
807	42.58415198
808	42.58037567
809	42.57836813
810	42.57776604
811	42.56972055
812	42.56876831
813	42.56871846
814	42.56826191
815	42.56241013
816	42.56113034
817	42.55475359
818	42.55409017
819	42.54662227
820	42.54152896
821	42.48712104
822	42.4864503
823	42.48201902
824	42.48158281
825	42.4814834
826	42.48063793
827	42.48032253
828	42.4798813
829	42.47967773
830	42.4792956
831	42.47924931
832	42.47899512
833	42.44042059
834	42.4403564
835	42.44018997
836	42.43985924
837	42.42897024
838	42.4289168
839	42.42811022
840	42.42737585
841	42.42597129
842	42.42567392
843	42.41387799
844	42.41365304
845	42.4136394
846	42.41335483
847	42.39789465
848	42.38196984
849	42.381956
850	42.38086742
851	42.37749379
852	42.37734924
853	42.36074046
854	42.35619438
855	42.35608814
856	42.35585265
857	42.3549056
858	42.35423321
859	42.35402849
860	42.35389231
861	42.35360621
862	42.35040266
863	42.34926539
864	42.3481585
865	42.34244859
866	42.34000707
867	42.33850274
868	42.32897195
869	42.26284423
870	42.24112108
871	42.24098351
872	42.24091673
873	42.2408268
874	42.24006406
875	42.23599408
876	42.21468905
877	42.20995156
878	42.20494681
879	42.20393692
880	42.20383366
881	42.20208817
882	42.19630448
883	42.19622213
884	42.18075866
885	42.18048783
886	42.1793828
887	42.17873842
888	42.17854986
889	42.17800754
890	42.17570919
891	42.17331562
892	42.16503395
893	42.16364275
894	42.16263382
895	42.14394181
896	42.14341952
897	42.09327068
898	42.0930666
899	42.0756458
900	42.06742289
901	42.06330659
902	42.0598909
903	42.05942403
904	42.05919566
905	42.0587538
906	42.058707
907	42.05477346
908	42.0513114
909	42.05120851
910	42.05113068
911	42.05046276
912	42.04982644
913	42.04755631
914	42.04740577
915	42.04703895
916	42.04689198
917	42.04682632
918	42.04675643
919	42.04672681
920	42.04671578
921	42.03130345
922	42.0167945
923	42.01672659
924	42.01109602
925	42.00979216
926	41.99645102
927	41.99628881
928	41.99622062
929	41.98355868
930	41.98312841
931	41.98303499
932	41.98070586
933	41.96801181
934	41.96779249
935	41.96734245
936	41.9664774
937	41.95471299
938	41.92897883
939	41.92897449
940	41.88600024
941	41.88135709
942	41.88124889
943	41.87877873
944	41.87872739
945	41.87867392
946	41.87864815
947	41.85107086
948	41.85071999
949	41.84993748
950	41.8499241
951	41.84988723
952	41.84988703
953	41.81406306
954	41.81383411
955	41.81383201
956	41.81215265
957	41.81160239
958	41.81149324
959	41.80640891
960	41.80623623
961	41.775811
962	41.77508714
963	41.77243971
964	41.77242654
965	41.77237625
966	41.77232393
967	41.77230573
968	41.77229153
969	41.77217872
970	41.77129864
971	41.77111514
972	41.76806064
973	41.76354743
974	41.75952128
975	41.75894131
976	41.75892681
977	41.75887325
978	41.75764604
979	41.74675656
980	41.73363608
981	41.71980554
982	41.71968961
983	41.71941245
984	41.71938954
985	41.71932108
986	41.71919517
987	41.71915315
988	41.71906026
989	41.71903024
990	41.71901598
991	41.7189751
992	41.71810921
993	41.7181072
994	41.71781276
995	41.71777611
996	41.71655028
997	41.71632175
998	41.70882775
999	41.7088249
